N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3,,,,,,,,,
0.0931,0.0591,6.9983194715,4.0995690348,10.1435503406,0.2389703549,24.8001,18.6001,0.5958447588,RAISE,LOWER,RAISE,,,,,,,,,
0.0921,0.0601,7.6042324946,3.1452308691,10.1435503406,0.3414173252,25.2001,18.9001,0.6899280071,RAISE,LOWER,RAISE,,,,,,,,,
0.0911,0.0611,7.9456282834,2.539317846,10.1435503406,0.4835404974,25.6001,19.2001,0.7496618284,RAISE,LOWER,RAISE,,,,,,,,,
0.0901,0.0621,8.6196896658,2.1979220572,10.1435503406,0.6258080922,26.0001,19.5001,0.7833182679,RAISE,HOLD,RAISE,,,,,,,,,
0.0901,0.0631,9.3468752861,1.5238606748,10.1435503406,0.7843489843,26.4001,19.8001,0.8497704824,RAISE,HOLD,RAISE,,,,,,,,,
0.0901,0.0641,9.7890444935,0.7966750545,10.1435503406,1.2267362024,26.8001,20.1001,0.9214599398,RAISE,HOLD,RAISE,,,,,,,,,
0.0901,0.0651,10.2494630088,0.3545058471,10.1435503406,2.4574748359,27.2001,20.4001,0.9650511078,RAISE,HOLD,RAISE,,,,,,,,,
0.0901,0.0661,6.7228643437,-0.1059126682,10.1435503406,5.7823943345,27.6001,20.7001,1.0104413804,HOLD,STOP,HOLD,,,,,,,,,
0.0001,0.0661,6.8331234859,3.4206859969,10.1435503406,-12.6951090118,27.6001,20.7001,0.6627723152,RAISE,HOLD,RAISE,,,,,,,,,
0.0001,0.0671,7.7504965819,3.3104268547,10.1435503406,0.3995177279,28.0001,21.0001,0.673642192,RAISE,RAISE,RAISE,,,,,,,,,
0.0201,0.0681,8.0395930525,2.3930537587,10.1435503406,0.4682475658,28.4001,21.3001,0.7640812459,RAISE,RAISE,RAISE,,,,,,,,,
0.0401,0.0691,8.4124375785,2.1039572881,10.1435503406,0.671910777,28.8001,21.6001,0.792581767,RAISE,RAISE,RAISE,,,,,,,,,
0.0601,0.0701,8.9106869484,1.7311127621,10.1435503406,0.7996776005,29.2001,21.9001,0.8293385744,RAISE,RAISE,RAISE,,,,,,,,,
0.0801,0.0711,9.0223833619,1.2328633922,10.1435503406,1.0294750456,29.6001,22.2001,0.8784583947,RAISE,RAISE,RAISE,,,,,,,,,
0.1001,0.0721,9.1949021928,1.1211669786,10.1435503406,1.4636468922,30.0001,22.5001,0.8894699646,RAISE,RAISE,RAISE,,,,,,,,,
0.1201,0.0731,10.0295520573,0.9486481478,10.1435503406,1.6402377822,30.4001,22.8001,0.906477701,RAISE,HOLD,RAISE,,,,,,,,,
0.1201,0.0741,8.7147922248,0.1139982833,10.1435503406,2.1144935728,30.8001,23.1001,0.9887615007,HOLD,LOWER,HOLD,,,,,,,,,
0.1191,0.0741,8.7177154928,1.4287581158,10.1435503406,15.2893394052,30.8001,23.1001,0.8591461502,RAISE,LOWER,RAISE,,,,,,,,,
0.1181,0.0751,9.263309948,1.4258348478,10.1435503406,1.2203206962,31.2001,23.4001,0.8594343401,RAISE,LOWER,RAISE,,,,,,,,,
0.1171,0.0761,10.0499537881,0.8802403926,10.1435503406,1.2993524407,31.6001,23.7001,0.9132216667,RAISE,LOWER,RAISE,,,,,,,,,
0.1161,0.0771,10.1609238177,0.0935965525,10.1435503406,2.2834566268,32.0001,24.0001,0.9907728015,HOLD,LOWER,HOLD,,,,,,,,,
0.1151,0.0771,5.6407723554,-0.0173734771,10.1435503406,21.7121753851,32.0001,24.0001,1.001712761,HOLD,LOWER,HOLD,,,,,,,,,
0.1141,0.0771,6.5091066146,4.5027779852,10.1435503406,-64.9354451584,32.0001,24.0001,0.5560944803,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0781,7.285219623,3.634443726,10.1435503406,0.2891151478,32.4001,24.3001,0.6416990497,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0791,7.886198528,2.8583307176,10.1435503406,0.4008987439,32.8001,24.6001,0.7182120045,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0801,8.0720886489,2.2573518126,10.1435503406,0.5518044836,33.2001,24.9001,0.7774593967,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0811,8.5550649787,2.0714616917,10.1435503406,0.7151821532,33.6001,25.2001,0.7957853392,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0821,8.5619997259,1.5884853619,10.1435503406,0.8259930669,34.0001,25.5001,0.8433994698,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0831,8.7030952674,1.5815506147,10.1435503406,1.0780080108,34.4001,25.8001,0.8440831305,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0841,9.49254809,1.4404550732,10.1435503406,1.1005775201,34.8001,26.1001,0.8579930079,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0851,9.5028896022,0.6510022506,10.1435503406,1.3179929408,35.2001,26.4001,0.9358210657,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0861,6.0053545397,0.6406607384,10.1435503406,2.9194644391,35.6001,26.7001,0.9368405818,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0871,6.7990477626,4.1381958009,10.1435503406,1.8747378073,36.0001,27.0001,0.5920367463,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0881,7.0362557981,3.344502578,10.1435503406,0.3285996163,36.4001,27.3001,0.6702828432,RAISE,HOLD,RAISE,,,,,,,,,
0.1141,0.0891,7.2549265366,3.1072945425,10.1435503406,0.4207654582,36.8001,27.6001,0.6936679527,RAISE,RAISE,RAISE,,,,,,,,,
0.1341,0.0901,8.0132996055,2.888623804,10.1435503406,0.4669609808,37.2001,27.9001,0.7152255663,RAISE,RAISE,RAISE,,,,,,,,,
0.1541,0.0911,8.5909995012,2.1302507351,10.1435503406,0.5548178059,37.6001,28.2001,0.7899896325,RAISE,HOLD,RAISE,,,,,,,,,
0.1541,0.0921,9.2307524496,1.5525508394,10.1435503406,0.8065716734,38.0001,28.5001,0.8469420679,RAISE,LOWER,RAISE,,,,,,,,,
0.1531,0.0931,9.5569229976,0.912797891,10.1435503406,1.1891079139,38.4001,28.8001,0.9100119918,RAISE,LOWER,RAISE,,,,,,,,,
0.1521,0.0941,9.6094611469,0.586627343,10.1435503406,2.0939844607,38.8001,29.1001,0.9421674539,RAISE,LOWER,RAISE,,,,,,,,,
0.1511,0.0951,9.7377248948,0.5340891936,10.1435503406,3.2761722623,39.2001,29.4001,0.9473469174,RAISE,LOWER,RAISE,,,,,,,,,
0.1501,0.0961,10.680385923,0.4058254458,10.1435503406,3.6464789067,39.6001,29.7001,0.9599917749,RAISE,LOWER,RAISE,,,,,,,,,
0.1491,0.0971,2.033257665,-0.5368355824,10.1435503406,5.2635368397,40.0001,30.0001,1.0529238348,STOP,LOWER,RAISE,,,,,,,,,
0.1481,0.0001,2.9557799061,8.1102926756,10.1435503406,-0.7574973536,40.4001,30.3001,0.200448324,RAISE,LOWER,RAISE,,,,,,,,,
0.1471,0.0011,3.0092407285,7.1877704344,10.1435503406,0.072889599,40.8001,30.6001,0.2913950054,RAISE,LOWER,RAISE,,,,,,,,,
0.1461,0.0021,3.23653971,7.1343096121,10.1435503406,0.0837322437,41.2001,30.9001,0.2966654305,RAISE,LOWER,RAISE,,,,,,,,,
0.1451,0.0031,4.1931998075,6.9070106306,10.1435503406,0.0907316863,41.6001,31.2001,0.3190736578,RAISE,LOWER,RAISE,,,,,,,,,
0.1441,0.0041,4.3325083675,5.9503505331,10.1435503406,0.121418658,42.0001,31.5001,0.4133858133,RAISE,LOWER,RAISE,,,,,,,,,
0.1431,0.0051,5.1598631369,5.8110419731,10.1435503406,0.1456219543,42.4001,31.8001,0.4271195215,RAISE,LOWER,RAISE,,,,,,,,,
0.1421,0.0061,6.0825102368,4.9836872037,10.1435503406,0.1775882247,42.8001,32.1001,0.5086841356,RAISE,LOWER,RAISE,,,,,,,,,
0.1411,0.0071,6.085737796,4.0610401038,10.1435503406,0.2440967897,43.2001,32.4001,0.5996431262,RAISE,LOWER,RAISE,,,,,,,,,
0.1401,0.0081,7.0601257738,4.0578125446,10.1435503406,0.2997132577,43.6001,32.7001,0.5999613145,RAISE,LOWER,RAISE,,,,,,,,,
0.1391,0.0091,7.4556145025,3.0834245668,10.1435503406,0.3479769307,44.0001,33.0001,0.6960211698,RAISE,LOWER,RAISE,,,,,,,,,
0.1381,0.0101,8.3952716986,2.6879358381,10.1435503406,0.483593118,44.4001,33.3001,0.7350103516,RAISE,LOWER,RAISE,,,,,,,,,
0.1371,0.0111,8.5948072162,1.748278642,10.1435503406,0.6246631024,44.8001,33.6001,0.8276462793,RAISE,LOWER,RAISE,,,,,,,,,
0.1361,0.0121,9.3689653173,1.5487431244,10.1435503406,0.9832308203,45.2001,33.9001,0.8473174508,RAISE,LOWER,RAISE,,,,,,,,,
0.1351,0.0131,10.2082080042,0.7745850233,10.1435503406,1.209879827,45.6001,34.2001,0.9236376814,RAISE,LOWER,RAISE,,,,,,,,,
0.1341,0.0141,9.3166207015,-0.0646576636,10.1435503406,2.6357876016,46.0001,34.5001,1.0063742636,HOLD,LOWER,HOLD,,,,,,,,,
0.1331,0.0141,9.6120017489,0.8269296391,10.1435503406,-28.8183030064,46.0001,34.5001,0.9184772973,RAISE,LOWER,RAISE,,,,,,,,,
0.1321,0.0151,10.2077206602,0.5315485917,10.1435503406,2.3247447654,46.4001,34.8001,0.9475973822,RAISE,LOWER,RAISE,,,,,,,,,
0.1311,0.0161,3.9563342281,-0.0641703196,10.1435503406,3.8407478898,46.8001,35.1001,1.0063262189,HOLD,LOWER,HOLD,,,,,,,,,
0.1301,0.0161,3.958037578,6.1872161124,10.1435503406,-12.3307293838,46.8001,35.1001,0.3900344648,RAISE,LOWER,RAISE,,,,,,,,,
0.1291,0.0171,4.1234870138,6.1855127626,10.1435503406,0.1279424383,47.2001,35.4001,0.3902023892,RAISE,LOWER,RAISE,,,,,,,,,
0.1281,0.0181,4.3624197846,6.0200633268,10.1435503406,0.1333272494,47.6001,35.7001,0.4065131907,RAISE,LOWER,RAISE,,,,,,,,,
0.1271,0.0191,4.8181183735,5.781130556,10.1435503406,0.1449293653,48.0001,36.0001,0.4300683329,RAISE,LOWER,RAISE,,,,,,,,,
0.1261,0.0201,5.0455080611,5.3254319671,10.1435503406,0.1666842956,48.4001,36.3001,0.4749932925,RAISE,LOWER,RAISE,,,,,,,,,
0.1251,0.0211,5.6493247319,5.0980422795,10.1435503406,0.1894872789,48.8001,36.6001,0.497410462,RAISE,LOWER,RAISE,,,,,,,,,
0.1241,0.0221,5.9311804745,4.4942256087,10.1435503406,0.2216272217,49.2001,36.9001,0.5569376148,RAISE,LOWER,RAISE,,,,,,,,,
0.1231,0.0231,6.8033095083,4.2123698661,10.1435503406,0.263946717,49.6001,37.2001,0.5847243101,RAISE,LOWER,RAISE,,,,,,,,,
0.1221,0.0241,6.8732732358,3.3402408323,10.1435503406,0.3230157714,50.0001,37.5001,0.6707029866,RAISE,LOWER,RAISE,,,,,,,,,
0.1211,0.0251,7.1147162938,3.2702771048,10.1435503406,0.4115435731,50.4001,37.8001,0.6776003475,RAISE,LOWER,RAISE,,,,,,,,,
0.1201,0.0261,7.7038435536,3.0288340468,10.1435503406,0.4351139714,50.8001,38.1001,0.7014029659,RAISE,LOWER,RAISE,,,,,,,,,
0.1191,0.0271,8.2827035929,2.439706787,10.1435503406,0.5087002744,51.2001,38.4001,0.7594819659,RAISE,LOWER,RAISE,,,,,,,,,
0.1181,0.0281,8.6161527864,1.8608467477,10.1435503406,0.6789917245,51.6001,38.7001,0.8165487738,RAISE,LOWER,RAISE,,,,,,,,,
0.1171,0.0291,9.2562702195,1.5273975542,10.1435503406,0.9260464675,52.0001,39.0001,0.8494217998,RAISE,LOWER,RAISE,,,,,,,,,
0.1161,0.0301,10.218306875,0.8872801211,10.1435503406,1.2120315623,52.4001,39.3001,0.9125276564,RAISE,LOWER,RAISE,,,,,,,,,
0.1151,0.0311,6.637893099,-0.0747565344,10.1435503406,2.3032876838,52.8001,39.6001,1.0073698589,HOLD,LOWER,HOLD,,,,,,,,,
0.1141,0.0311,7.0783958451,3.5056572416,10.1435503406,-17.7586966869,52.8001,39.6001,0.6543954411,RAISE,LOWER,RAISE,,,,,,,,,
0.1131,0.0321,7.37259154,3.0651544955,10.1435503406,0.4038270348,53.2001,39.9001,0.6978223213,RAISE,LOWER,RAISE,,,,,,,,,
0.1121,0.0331,7.3960618449,2.7709588006,10.1435503406,0.4810583969,53.6001,40.2001,0.7268255485,RAISE,LOWER,RAISE,,,,,,,,,
0.1111,0.0341,8.3657967845,2.7474884957,10.1435503406,0.5338269081,54.0001,40.5001,0.7291393641,RAISE,LOWER,RAISE,,,,,,,,,
0.1101,0.0351,9.0033761304,1.7777535561,10.1435503406,0.608977748,54.4001,40.8001,0.8247405005,RAISE,LOWER,RAISE,,,,,,,,,
0.1091,0.0361,9.4082420863,1.1401742102,10.1435503406,1.012893615,54.8001,41.1001,0.8875961402,RAISE,LOWER,RAISE,,,,,,,,,
0.1081,0.0371,9.5164365223,0.7353082543,10.1435503406,1.6503165923,55.2001,41.4001,0.9275097742,RAISE,LOWER,RAISE,,,,,,,,,
0.1071,0.0381,3.4012928829,0.6271138183,10.1435503406,2.5884209695,55.6001,41.7001,0.9381761023,RAISE,LOWER,RAISE,,,,,,,,,
0.1061,0.0391,4.366349053,6.7422574577,10.1435503406,1.0847449964,56.0001,42.0001,0.3353158183,RAISE,LOWER,RAISE,,,,,,,,,
0.1051,0.0401,4.6753136695,5.7772012876,10.1435503406,0.1295218725,56.4001,42.3001,0.4304556991,RAISE,LOWER,RAISE,,,,,,,,,
0.1041,0.0411,5.5304666912,5.4682366711,10.1435503406,0.1618539302,56.8001,42.6001,0.4609149176,RAISE,LOWER,RAISE,,,,,,,,,
0.1031,0.0421,6.0640943428,4.6130836494,10.1435503406,0.2022760544,57.2001,42.9001,0.5452200172,RAISE,LOWER,RAISE,,,,,,,,,
0.1021,0.0431,6.6876449716,4.0794559978,10.1435503406,0.2629084926,57.6001,43.2001,0.5978275987,RAISE,LOWER,RAISE,,,,,,,,,
0.1011,0.0441,6.9458169691,3.455905369,10.1435503406,0.32786945,58.0001,43.5001,0.65930022,RAISE,LOWER,RAISE,,,,,,,,,
0.1001,0.0451,7.8109028693,3.1977333715,10.1435503406,0.4019680071,58.4001,43.8001,0.6847520578,RAISE,LOWER,RAISE,,,,,,,,,
0.0991,0.0461,8.4864374904,2.3326474713,10.1435503406,0.4885274638,58.8001,44.1001,0.7700363883,RAISE,LOWER,RAISE,,,,,,,,,
0.0981,0.0471,8.8796567903,1.6571128502,10.1435503406,0.7276228058,59.2001,44.4001,0.8366338417,RAISE,LOWER,RAISE,,,,,,,,,
0.0971,0.0481,9.0888073697,1.2638935503,10.1435503406,1.0717021221,59.6001,44.7001,0.8753992924,RAISE,LOWER,RAISE,,,,,,,,,
0.0961,0.0491,9.5373127367,1.0547429709,10.1435503406,1.4382235541,60.0001,45.0001,0.8960183629,RAISE,LOWER,RAISE,,,,,,,,,
0.0951,0.0501,9.8109178831,0.6062376039,10.1435503406,1.8084619665,60.4001,45.3001,0.94023418,RAISE,LOWER,RAISE,,,,,,,,,
0.0941,0.0511,10.75443427,0.3326324575,10.1435503406,3.2366576469,60.8001,45.6001,0.9672074918,RAISE,LOWER,RAISE,,,,,,,,,
0.0931,0.0521,7.9799291873,-0.6108839294,10.1435503406,6.4662566903,61.2001,45.9001,1.0602238771,STOP,LOWER,RAISE,,,,,,,,,
0.0921,0.0001,8.3609278135,2.1636211533,10.1435503406,-2.6125844216,61.6001,46.2001,0.7866998161,RAISE,LOWER,RAISE,,,,,,,,,
0.0911,0.0011,8.7393732434,1.7826225271,10.1435503406,0.7728643067,62.0001,46.5001,0.8242604939,RAISE,LOWER,RAISE,,,,,,,,,
0.0901,0.0021,8.9171608225,1.4041770972,10.1435503406,0.9805074389,62.4001,46.8001,0.8615694653,RAISE,LOWER,RAISE,,,,,,,,,
0.0891,0.0031,9.499327595,1.2263895181,10.1435503406,1.2700906232,62.8001,47.1001,0.8790966203,RAISE,LOWER,RAISE,,,,,,,,,
0.0881,0.0041,4.3050310708,0.6442227456,10.1435503406,1.5491534223,63.2001,47.4001,0.936489422,RAISE,LOWER,RAISE,,,,,,,,,
0.0871,0.0051,4.7255189482,5.8385192698,10.1435503406,1.3365039035,63.6001,47.7001,0.4244106774,RAISE,LOWER,RAISE,,,,,,,,,
0.0861,0.0061,5.6633129202,5.4180313924,10.1435503406,0.1618738838,64.0001,48.0001,0.4658643956,RAISE,LOWER,RAISE,,,,,,,,,
0.0851,0.0071,6.2571118775,4.4802374204,10.1435503406,0.2090542675,64.4001,48.3001,0.5583166377,RAISE,LOWER,RAISE,,,,,,,,,
0.0841,0.0081,6.9926207396,3.8864384631,10.1435503406,0.2793205489,64.8001,48.6001,0.616856196,RAISE,LOWER,RAISE,,,,,,,,,
0.0831,0.0091,7.6707802862,3.150929601,10.1435503406,0.3598472383,65.2001,48.9001,0.6893661987,RAISE,LOWER,RAISE,,,,,,,,,
0.0821,0.0101,7.799614431,2.4727700544,10.1435503406,0.4868899822,65.6001,49.2001,0.7562224299,RAISE,LOWER,RAISE,,,,,,,,,
0.0811,0.0111,7.9922893369,2.3439359095,10.1435503406,0.6308402528,66.0001,49.5001,0.7689235198,RAISE,LOWER,RAISE,,,,,,,,,
0.0801,0.0121,8.2026221877,2.1512610037,10.1435503406,0.6819545965,66.4001,49.8001,0.7879183391,RAISE,LOWER,RAISE,,,,,,,,,
0.0791,0.0131,8.586193281,1.9409281529,10.1435503406,0.7625873544,66.8001,50.1001,0.8086539636,RAISE,LOWER,RAISE,,,,,,,,,
0.0781,0.0141,8.7054426519,1.5573570596,10.1435503406,0.8847512741,67.2001,50.4001,0.8464682476,RAISE,LOWER,RAISE,,,,,,,,,
0.0771,0.0151,9.2323461067,1.4381076887,10.1435503406,1.1179764587,67.6001,50.7001,0.8582244244,RAISE,LOWER,RAISE,,,,,,,,,
0.0761,0.0161,10.0068347345,0.9112042339,10.1435503406,1.2839575478,68.0001,51.0001,0.9101691022,RAISE,LOWER,RAISE,,,,,,,,,
0.0751,0.0171,5.0901507536,0.1367156061,10.1435503406,2.1963977695,68.4001,51.3001,0.9865219177,HOLD,LOWER,HOLD,,,,,,,,,
0.0741,0.0171,5.2629033822,5.053399587,10.1435503406,7.4463346188,68.4001,51.3001,0.5018115534,RAISE,LOWER,RAISE,,,,,,,,,
0.0731,0.0181,5.9897534534,4.8806469584,10.1435503406,0.2082915982,68.8001,51.6001,0.5188423388,RAISE,LOWER,RAISE,,,,,,,,,
0.0721,0.0191,6.3481861637,4.1537968872,10.1435503406,0.2454491589,69.2001,51.9001,0.5904987162,RAISE,LOWER,RAISE,,,,,,,,,
0.0711,0.0201,6.4399484111,3.7953641769,10.1435503406,0.3056570331,69.6001,52.2001,0.6258347374,RAISE,LOWER,RAISE,,,,,,,,,
0.0701,0.0211,7.1339667565,3.7036019295,10.1435503406,0.339358655,70.0001,52.5001,0.6348811013,RAISE,LOWER,RAISE,,,,,,,,,
0.0691,0.0221,7.3286494098,3.0095835841,10.1435503406,0.385244791,70.4001,52.8001,0.7033007692,RAISE,LOWER,RAISE,,,,,,,,,
0.0681,0.0231,8.2727097185,2.8149009308,10.1435503406,0.4870208256,70.8001,53.1001,0.7224935219,RAISE,LOWER,RAISE,,,,,,,,,
0.0671,0.0241,8.7456694046,1.8708406221,10.1435503406,0.5877798134,71.2001,53.4001,0.8155635296,RAISE,LOWER,RAISE,,,,,,,,,
0.0661,0.0251,9.5798928296,1.397880936,10.1435503406,0.9349454252,71.6001,53.7001,0.8621901712,RAISE,LOWER,RAISE,,,,,,,,,
0.0651,0.0261,10.1177427592,0.563657511,10.1435503406,1.3706307287,72.0001,54.0001,0.9444319304,RAISE,LOWER,RAISE,,,,,,,,,
0.0641,0.0271,9.398633118,0.0258075814,10.1435503406,3.590032089,72.4001,54.3001,0.9974557644,HOLD,LOWER,HOLD,,,,,,,,,
0.0631,0.0271,10.2823107452,0.7449172226,10.1435503406,72.8362179356,72.4001,54.3001,0.9265624759,RAISE,LOWER,RAISE,,,,,,,,,
0.0621,0.0281,9.4384148048,-0.1387604046,10.1435503406,2.7606586162,72.8001,54.6001,1.0136796684,HOLD,LOWER,HOLD,,,,,,,,,
0.0611,0.0281,2.8265432706,0.7051355358,10.1435503406,-13.6039021119,72.8001,54.6001,0.930484346,RAISE,LOWER,RAISE,,,,,,,,,
0.0601,0.0291,2.9910609017,7.31700707,10.1435503406,0.8017021203,73.2001,54.9001,0.278654236,RAISE,LOWER,RAISE,,,,,,,,,
0.0591,0.0301,3.3994925779,7.1524894389,10.1435503406,0.0817564032,73.6001,55.2001,0.2948731757,RAISE,LOWER,RAISE,,,,,,,,,
0.0581,0.0311,3.7131457659,6.7440577627,10.1435503406,0.095057605,74.0001,55.5001,0.3351383356,RAISE,LOWER,RAISE,,,,,,,,,
0.0571,0.0321,4.550766441,6.4304045747,10.1435503406,0.1101160724,74.4001,55.8001,0.366059776,RAISE,LOWER,RAISE,,,,,,,,,
0.0561,0.0331,4.9721417225,5.5927838996,10.1435503406,0.1415390397,74.8001,56.1001,0.4486364525,RAISE,LOWER,RAISE,,,,,,,,,
0.0551,0.0341,5.5026038315,5.1714086181,10.1435503406,0.1778056085,75.2001,56.4001,0.4901776553,RAISE,LOWER,RAISE,,,,,,,,,
0.0541,0.0351,5.8475223113,4.6409465091,10.1435503406,0.2128087041,75.6001,56.7001,0.5424731624,RAISE,LOWER,RAISE,,,,,,,,,
0.0531,0.0361,6.4893154665,4.2960280293,10.1435503406,0.2519969709,76.0001,57.0001,0.5764768858,RAISE,LOWER,RAISE,,,,,,,,,
0.0521,0.0371,6.6992257088,3.6542348741,10.1435503406,0.3021076875,76.4001,57.3001,0.6397479431,RAISE,HOLD,RAISE,,,,,,,,,
0.0521,0.0381,6.9122251566,3.4443246318,10.1435503406,0.3666554526,76.8001,57.6001,0.6604419048,RAISE,HOLD,RAISE,,,,,,,,,
0.0521,0.0391,7.1977401394,3.231325184,10.1435503406,0.4013689704,77.2001,57.9001,0.6814404153,RAISE,HOLD,RAISE,,,,,,,,,
0.0521,0.0401,8.1347347026,2.9458102012,10.1435503406,0.445497728,77.6001,58.2001,0.7095878561,RAISE,HOLD,RAISE,,,,,,,,,
0.0521,0.0411,9.1018221763,2.008815638,10.1435503406,0.5522918414,78.0001,58.5001,0.8019612886,RAISE,RAISE,RAISE,,,,,,,,,
0.0721,0.0421,9.7054572902,1.0417281643,10.1435503406,0.9061879054,78.4001,58.8001,0.8973014251,RAISE,RAISE,RAISE,,,,,,,,,
0.0921,0.0431,9.7751253512,0.4380930504,10.1435503406,1.8633377925,78.8001,59.1001,0.9568106791,RAISE,LOWER,RAISE,,,,,,,,,
0.0911,0.0441,3.3363821796,0.3684249894,10.1435503406,4.4625795103,79.2001,59.4001,0.9636788918,RAISE,LOWER,RAISE,,,,,,,,,
0.0901,0.0451,4.1295382882,6.807168161,10.1435503406,1.8111595441,79.6001,59.7001,0.3289166088,RAISE,LOWER,RAISE,,,,,,,,,
0.0891,0.0461,4.8441749895,6.0140120524,10.1435503406,0.1213291104,80.0001,60.0001,0.4071097544,RAISE,LOWER,RAISE,,,,,,,,,
0.0881,0.0471,5.0833631037,5.2993753511,10.1435503406,0.1610962847,80.4001,60.3001,0.477562079,RAISE,LOWER,RAISE,,,,,,,,,
0.0871,0.0481,5.3434442558,5.0601872369,10.1435503406,0.1918476336,80.8001,60.6001,0.5011423942,RAISE,LOWER,RAISE,,,,,,,,,
0.0861,0.0491,5.6400958211,4.8001060848,10.1435503406,0.2111955153,81.2001,60.9001,0.5267824456,RAISE,LOWER,RAISE,,,,,,,,,
0.0851,0.0501,6.5401150789,4.5034545195,10.1435503406,0.2349987988,81.6001,61.2001,0.5560277843,RAISE,LOWER,RAISE,,,,,,,,,
0.0841,0.0511,6.5757383682,3.6034352617,10.1435503406,0.2904488122,82.0001,61.5001,0.6447560134,RAISE,LOWER,RAISE,,,,,,,,,
0.0831,0.0521,7.1173710039,3.5678119724,10.1435503406,0.364970529,82.4001,61.8001,0.6482679286,RAISE,LOWER,RAISE,,,,,,,,,
0.0821,0.0531,7.3289251133,3.0261793367,10.1435503406,0.3989767992,82.8001,62.1001,0.70166468,RAISE,LOWER,RAISE,,,,,,,,,
0.0811,0.0541,8.2387527335,2.8146252273,10.1435503406,0.4843681949,83.2001,62.4001,0.722520702,RAISE,LOWER,RAISE,,,,,,,,,
0.0801,0.0551,8.2616231351,1.9047976071,10.1435503406,0.585424493,83.6001,62.7001,0.8122158866,RAISE,HOLD,RAISE,,,,,,,,,
0.0801,0.0561,9.2574004341,1.8819272055,10.1435503406,0.8674541699,84.0001,63.0001,0.8144705609,RAISE,HOLD,RAISE,,,,,,,,,
0.0801,0.0571,9.9991312665,0.8861499065,10.1435503406,0.983821309,84.4001,63.3001,0.9126390784,RAISE,HOLD,RAISE,,,,,,,,,
0.0801,0.0581,0.3494133148,0.1444190741,10.1435503406,2.2567584091,84.8001,63.6001,0.9857624728,HOLD,STOP,HOLD,,,,,,,,,
0.0001,0.0581,1.0584178345,9.7941370258,10.1435503406,0.4838880417,84.8001,63.6001,0.0344468458,RAISE,HOLD,RAISE,,,,,,,,,
0.0001,0.0591,1.3714816515,9.0851325061,10.1435503406,0.0216132944,85.2001,63.9001,0.1043439229,RAISE,RAISE,RAISE,,,,,,,,,
0.0201,0.0601,1.4593318815,8.7720686891,10.1435503406,0.0301917809,85.6001,64.2001,0.1352072603,RAISE,RAISE,RAISE,,,,,,,,,
0.0401,0.0611,2.4048273385,8.6842184591,10.1435503406,0.0332722402,86.0001,64.5001,0.1438679587,RAISE,RAISE,RAISE,,,,,,,,,
0.0601,0.0621,3.1370393991,7.7387230021,10.1435503406,0.0553838517,86.4001,64.8001,0.2370794503,RAISE,RAISE,RAISE,,,,,,,,,
0.0801,0.0631,3.9614070209,7.0065109414,10.1435503406,0.0810738257,86.8001,65.1001,0.3092644384,RAISE,RAISE,RAISE,,,,,,,,,
0.1001,0.0641,4.7351523964,6.1821433197,10.1435503406,0.1130778801,87.2001,65.4001,0.3905345651,RAISE,RAISE,RAISE,,,,,,,,,
0.1201,0.0651,5.1470055767,5.4083979442,10.1435503406,0.1531880499,87.6001,65.7001,0.4668141072,RAISE,LOWER,RAISE,,,,,,,,,
0.1191,0.0661,5.1962023171,4.9965447639,10.1435503406,0.1903338338,88.0001,66.0001,0.5074165754,RAISE,LOWER,RAISE,,,,,,,,,
0.1181,0.0671,5.364749162,4.9473480235,10.1435503406,0.2079918249,88.4001,66.3001,0.5122666268,RAISE,LOWER,RAISE,,,,,,,,,
0.1171,0.0681,6.2681957742,4.7788011786,10.1435503406,0.2168737326,88.8001,66.6001,0.5288827858,RAISE,LOWER,RAISE,,,,,,,,,
0.1161,0.0691,6.7805829594,3.8753545664,10.1435503406,0.2623333987,89.2001,66.9001,0.6179488999,RAISE,LOWER,RAISE,,,,,,,,,
0.1151,0.0701,7.0153361691,3.3629673812,10.1435503406,0.3499335528,89.6001,67.2001,0.6684624941,RAISE,LOWER,RAISE,,,,,,,,,
0.1141,0.0711,7.9300395415,3.1282141715,10.1435503406,0.4172110743,90.0001,67.5001,0.691605595,RAISE,LOWER,RAISE,,,,,,,,,
0.1131,0.0721,8.9040528966,2.2135107991,10.1435503406,0.5070010624,90.4001,67.8001,0.7817814547,RAISE,LOWER,RAISE,,,,,,,,,
0.1121,0.0731,9.8872191507,1.239497444,10.1435503406,0.8045185865,90.8001,68.1001,0.8778043779,RAISE,LOWER,RAISE,,,,,,,,,
